,Pyruvate_Cyto,Acetyl-CoA,Glutamate_Mito,Glutamate_Cyto,2OG_Mito,Oxaloacetate,Succinate,Asparate,GSH,Glutamine_Mito,Glutamine_Cyto,Succinyl-CoA,L-Cysteine,G3P,Malate,Citrate_Mito,Citrate_Cyto,Lactate,3PG,Glucose,GABA,ItaconicAcid
E3.51.3426,0.6909811796406324,0.15656802672868908,0.6568596400758534,-0.3880094460564565,1.482044579337853,0.5102833685324899,-0.23609927342066628,0.03899076442572531,-0.5937058465754759,0.19205790538917678,-0.6026113922833579,-0.16708183783847735,0.26964260772540316,0.09163878782974805,-0.3521749802704557,0.3627181766269806,-0.03942676070387685,0.04425060717303975,0.21837908761609576,-0.18439155156176934,0.195414643203091,-0.6155643431469461
E3.52.3428,0.4373722365620622,-0.05844107998185438,1.088451064736425,-0.4518370012698141,-0.8238766227222045,-0.11776100321962313,-0.4674557869833516,0.06505315572054185,0.16481106594742584,0.28537142446061514,-0.23991751347247736,0.12495608750205817,0.11618364029318806,-0.12148880327301856,0.08073532241447784,0.48295124122725075,0.11606814231385926,0.5150397242250779,0.148637278265756,-0.1637694488817647,0.1984644289702207,0.39059829004235397
E3.52.3429,0.5787521130794979,-0.4679979303713371,0.6692390264284256,-0.3735488870833585,-0.12361265404288155,-0.05398394196922962,-0.198100272509687,0.29747819662128794,0.29769648342252086,0.37569019883255406,-0.1895842580249577,0.21848528990326607,0.10175434438282571,0.06102949187751927,-0.024689076968277268,0.9194510591937791,0.004785420728210754,0.36124649940355535,0.22081482928711865,0.14339323248774072,-0.1787966096552289,-0.2679531390336837
E3.52.3430,0.43793957304598835,-0.035272644440158984,1.0046307262250564,-0.27969636378939505,0.3901236818500843,0.009631519559580082,-0.2161862676332278,0.013115814625758053,0.4261453365790224,0.20637870028336625,-1.156928139547826,0.15811382907489524,0.03127345229793166,0.18593249546075252,-0.09620083164138782,-0.09537350448842058,0.09401934347502477,-0.07133824895513893,0.17559971058901053,0.030866270386596284,0.2890426512444951,0.08302162695812447
E3.52.3431,-0.14436402515923724,0.3011453493671368,0.2186321395755083,-0.1197474770009036,1.1575950354770141,-0.31707417099292845,-0.4410996264590263,0.6665841684225359,-0.11905795399842956,0.4840892760069697,-0.7661412542812611,0.14036942978829348,0.13861079925920794,0.006991181759843479,0.5135342444643344,0.57390422636337,-0.09957502841383192,0.30368067416533084,0.13012173331647586,-0.11544584266266911,0.028314913290752586,-0.46747992807381117
E3.52.3432,0.08522300204606703,-0.1008898456843414,0.9934003187233289,-0.15563794387846552,-0.32191116033691125,-0.1882134621474575,-0.16736755514943924,-0.008011654542587635,0.15498150954314793,0.44024865350977826,-0.5694880564309276,0.15427027646071556,0.4726288176960243,0.10870324456776637,-0.2521272787844947,0.5682980858651274,-0.03733058349974466,0.06374662453949545,0.16285464296925206,-0.15160947568381344,0.21887982173223158,0.15666801469771302
E3.52.3433,0.40321176958904287,-0.1027801638205717,0.5218652379337511,-0.3256793367594713,0.1093165861218719,-0.17393360569335414,-0.44697572328312496,0.06540898968798313,0.10344963451689326,0.3432591849168267,-0.35451399418900353,-0.31497620534248094,-0.046655025870662614,0.21451227057339206,0.46586665625889667,0.5474300573229507,0.004616422257524622,0.03154672971124822,0.21399207751923688,-0.057694295245264815,-0.019918277293091036,-0.061378003386555635
E3.52.3434,0.2983138738503036,0.28116165260649584,0.29648518281023095,-0.1949910909965754,0.5352705451811242,0.5660506973999305,-0.5731419492142784,0.17293674068409925,0.2054856479593805,0.4868782165179141,-0.7764611366044808,0.1848705360606023,0.1626625870128734,0.03973126491717857,-0.13351099082684853,0.4313820419984996,0.13698193176442508,0.3927414374532493,0.08800468071834389,0.023513753778775626,0.36749888594042746,-0.3007010757470262
E3.53.3436,0.5815273589936052,-0.08232260221758236,0.5711538972853183,-0.2721244312667639,0.2954604621662425,0.29740611963565877,-0.4160543253260087,0.2940794251299923,-0.16721145159856765,0.30741884372806483,0.22526525498430683,-0.1592626965336934,-0.2968694119382421,0.1046517722123187,0.08497299676052283,0.14655180783688038,0.3692762940202985,0.17638918480715204,0.21523907781397622,-0.028823555388108546,0.0773247131349708,-0.19153311779786575
E3.53.3437,-0.051566300318938885,0.1782678632948716,0.23543011890941934,-0.08979104288984008,0.44543166646432014,0.0019525627263529133,-1.0246419840165883,0.28305364006844097,0.13122379529706485,0.34558400170030423,-0.46546681732977246,0.01933027608289961,0.18476122244044613,0.05609834152801679,0.2389881536379601,0.08576492703670038,0.35128656211093157,0.5136816020658835,0.12463094366431304,-0.15722010687504195,0.3229053737261188,0.30087273850485236
E3.53.3438,-0.052774035630288235,0.32315153789867074,0.9896833463802183,-0.4986657195855406,0.3318917319472403,0.16284392013834426,-0.5335150484371696,-0.02703161609298088,-0.0571232655713142,0.3037354408358637,0.1820952884751319,-0.33908650256684625,0.29621685473079373,0.0974005966100766,0.023996774731896486,0.09734788242149814,0.35723938868425575,0.14715756292387436,-0.020519903038812237,-0.030607536252545642,0.2810287602034567,0.006932078591541935
